content,Theme,label
"امروز روز جهانی لبخند بود، دلم نیومد از این لبخند، تو مسیر پیاده روی اربعین بگذرم😊
#worldsmileday https://t.co/xKt8JPANKA","عشق،طنز",positive
"@Alighazizade @_Rain_Boy اون بسیجی بی‌خرد که پیاده روی اربعین کثیف کاری انجام میداد و قبلشم رفته بود قم حرم لیس میزد، برگشتنی بگیرن ببرن قرنطینه آمار انتقال کرونا میکشه پایین یکی دو درصد.","کرونا،انتقاد",negative
@mustafamahmoody یه مشهد یه پیاده روی اربعین و دیگر هیچ,انتظار,positive
"امروز با فعالهای فرهنگی شهرمون رفتیم دیدن امام جمعه شهرمون که تازه از کربلا اومده بود ،
 چه صفایی داشت وقتی از خاطرات کربلا و زیارت می گفت 🥰🥰
دلم حال و هوای پیاده روی اربعین رو گرفت. 😪😪😪",خاطره گویی,positive
@ali_bitarafan4 و درباره ظلم دولت انقلابی به پیاده روی اربعین,"انتقاد،سیاسی",negative
"حضور کودکان در پیاده روی اربعین

#worldsmileday https://t.co/pELnMJstPN",عشق,positive
"نوشتیم و گفتیم الان وقت پیاده روی اربعین نیست، فیلمهایی از مصاحبه با یک پزشک عراقی در کربلا پخش کردند که اینجا اصلا کرونا نیست..تا کی باید تاوان عده ای ولنگار کنسرت برو و عده ای مرتجع بی تدبیر را بدهیم? https://t.co/4cAibb22zJ","انتقاد،اهانت",negative
"@Ostokhodoos @nikimahjoub متاسفانه مملکتمون پر از نادانه وگرنه وضعمون بهتر ازاین بود.مذهبی و غیر مذهبی نداره .یه مشت احمق دور هم جمع شدن و اکثریت جامعه رو ساختن.یه عده شون میرن ترکیه کنسرت ابی،بقیه شون هم‌میرن پیاده روی اربعین.این وسط هم یه عده بی گناه قربانی میشن از جمله کادر درمان بینوا","انتقاد،توهین",negative
"اگر بهتون بگم تو راه مشایه ( پیاده روی اربعین ) استاد شجاعی رو دیدم و چقدر زیبا با ما صحبت کرد باور می کنید؟ 
وقتی استادت بهت بابا بگه چی از این دنیا تصور کنم …..که اما زمان چگونه دعا می کند ما را 😭😭😭😭یا آبانا استغفر لنا https://t.co/JSIrnDM0t6",خاطره گویی,positive
"محور حماسه عظیم پیاده روی اربعین امام حسین است
#حب_الحسین_یجمعنا",عشق,positive
"ان شاالله با گسترش کمی و کیفی پیاده روی اربعین شاهد ظهور حضرت باشیم
#حب_الحسین_یجمعنا","عشق،انتظار",positive
"آقایون خانوما
یه سوال
کرونا رفته؟ فوتیا تک رقمی شدن؟ مبتلاهامون کم شدن؟
پس چرا دارید مدارس و دانشگاها رو باز می کنین؟
چه آبان چه آذر بازگشایی اشتباس
تازه به اینا آدمایی رو که از پیاده روی اربعين با هزار تا مرض برمیگردن هم اضافه کنید!
#نه_به_بازگشایی
#نه_به_آموزش_حضوری",کرونا,negative
"چند روزی که در پیاده روی اربعین و نجف و کربلا بود عکس و فیلم با حجاب کامل(چادرمشکی و دستکش و بدون آرایش و مو بیرون بودن می گذاشت) دعا کردم با حجاب بمونه.... 
الان این استوری گذاشته که اونجا حجاب اجباریه!؟ یک سانت هم نمی تونستم براتون مو بیرون بزارم
در پبجش پره عکسا ۱مترمو بیرونه! https://t.co/HgTIZdZyyG","انتقاد،فرهنگی",negative
"دعای بغض آلود #علامه_جوادی_آملی برای مروجین پیاده روی #اربعین

#Arbaeen_e_Hussaini
#Arbaeen2021 https://t.co/S3H9FmUB8s",عشق,positive
"@s_alirezam نبودین 
فک کردم رفته بودین پیاده روی اربعین",سوال,positive
"روز جهانی خنده چه ارتباط تنگاتنگی با پیاده روی اربعین دارد....زائران همه مسرور و شادند 😃😃😃
      #worldsmileday https://t.co/dxJTYNFv6W",طنز,positive
@AliSardarzadeh @majazestan شما اسگل تشریف دارید در سیره علمای بزرگی مثل شیخ انصاری پیاده روی اربعین هست یکم مطالعه بفرما زیاد به یاد خودت اتکا نکن عکس های پیاده روی هم قبل از زمان حزب بعث الان هست سرچ کن پیدا میکنی,"جواب،",positive
@sm_1361 پیاده روی اربعین؟,سوال,neutral
"اونایی ک از حجاب اجباری دفاع میکنن تا به دینشون اسیب وارد نشه الان برای رفتن هیئت و پیاده روی اربعین دم از زندگی شخصی و اختیارات شخصی میزنن.
تازه اون دین و کاملا با اختیار تو شاید گناه کنی اما این یکی جونه و تا حد زیادی بی اختیار مبتلا میشی","کنایه،انتقاد،فرهنگی",negative
"@samanmahoor @aseyedp همون قدر که تو پیاده روی اربعین کرونا بود تو پاساژ چهارسو هم هست
#Justice4IRPoliticalPrisoners",کرونا,positive
@purplesta_ar انتظار داشت پیاده روی اربعین بری حتما😂😂,طنز,negative
"@sabeti_twt مثل سعودی ها که حج رو سهمیه بندی کردن
برای پیاده روی اربعین هم سهمیه بهمون دادن","طنز،انتقادی",negative
عشق وشادی کودکان در پیاده روی اربعین نشانه امید به زندگی زیباست .#WorldsmileDay https://t.co/UhGA1St8kz,عشق,positive
"اگر قرار بود يه اسم واسه اين سفر انتخاب كنم ،مى ذاشتم اين ٤نفر،يك ساعت منو تو قبرستان وادى سلام تو تاريكى راه بردن قضاى پياده روى اربعين بجا بياريم 😐
فعلا سرمزار اين بزرگواران رفتيم 
شهيد ذولفقارى
مرحوم علي قاضي طباطبائي
شهيد ابو المهندس
#وادى_السلام",طنز,negative
"@She_is_koala @BTS_twt نههههه نهههههه
چرا من انقددد بدبختمم که باید این تکلیف معلم دینیمم بااشعهه 
گفته بود ی عکس از پیاده روی اربعین بفرستید برامم 
نمیخاااااااااام https://t.co/SrpRoa2dvk",انتقاد,negative
"اگه تا سال دیگه زنده نبودم
حسرت پیاده روی اربعین
به دلم موند چی؟!",غم,positive
"@1mahraz نه نمیتونه چون پیاده روی اربعین هیچ سندیت تاریخی، فرهنگی و مذهبی نداره و صرفا ساخته ی ذهن بیمار ج ا البته برای ساختن پروژه ی مسخره ی هلال شیعی. کسی که به چنین چیز احمقانه ای باور داره نیاز به پناهنده شدن نداره حداکثرش باید در تیمارستانی جایی بستری بشه.","انتقاد،اهانت",negative
"امروز نه فقط از پیاده روی اربعین، بلکه از احترام به والدین، خوش اخلاقی، خوب صحبت کردن با همدیگه. صبوری ، تربیت درست فرزندان.... و خیلی چیزهای دیگه جاموندیم😢
حواسمون هست؟؟","تذکر،سوال",positive
"آسیبی که امسال در #پیاده_روی_اربعین خیلی به چشم می‌خورد این بود که خیلی‌‌ها بیشتر دغدغه و قصه فالوور هاشون را داشتن و متاسفانه توی این فرصت بی نظیر کمتر حواستون به خودشون بود.
خشک ابری که بود از آب تهی....
#اربعین https://t.co/bd3Sw56CyE","تذکر،افسوس",negative
@reza1371k_1 درود به همت تون که با بچه چندماهه (خدا حفظش کنه😍) رفتید پیاده روی اربعین👌,تشویق,positive
@Dreamer__human @abolfazl_46831 @sareeh__ @ashoja7 @EgooAnton از بیسوادیته.یه نگاه به پیاده روی اربعین بندازی یاد میگیری.شاید خودتم جزوشون باشی البته,"جواب،",positive
"دوست اين مرد رفته كربلا پياده روي اربعين،تو راه برگشت كنار جاده انگور خوب ارزون ديده،چند صندوق خريده واسه شراب انداختن :)))))","طنز،خبری",negative
"@aboali313_1 ایا در پیاده روی اربعین ، فضیلتی وجود دارد از منظر دین؟",سوال,neutral
"@hazratearsh میشه برامون سوغاتی بیارین؟
بابای من همیشه شامپو و خمیر دندونمون رو از پیاده روی اربعین تامین میکرد :)))",طنز,negative
"شکر خدا در قلبمان
مویدگی هست؛
متصل به خون گرم شهدا
و از همان خون است که قلبمان می تپد.
با شهدا گم نمی شویم.

ثواب پیاده روی اربعین امسال هدیه میشه به تمام شهدا...
#Arbaeen2021
#عند_ربهم_یرزقون

ورودی کربلا
دوشنبه ۵ شهریور ۱۴۰۰ https://t.co/DmYKuXrBOK",عشق,positive
@Moh_twt ما که از پیاده روی اربعین هم جاموندیم🥺💔,"جامانده،غم",positive
"@s_mirsane1992 قوی بودن به مردم دار بودنه
شما یه همه پرسی برگزار کنید ببینید چند نفر راضی ان؟!
مذهب رو کردیم ابزاری در خدمت سیاست
پیاده روی اربعین مون شد سیاسی
سردار سلیمانی رو کردیم بازیچه اهداف سیاسی
تمام خوبیها رو در چشم مردم، با سیاسی کردن، منفور کردیم
دیگه کاری از این بدتر","سیاسی،انتقاد",negative
"دوسال پیش رفیقم رفت پیاده روی اربعین.
به خاطر مدرسه نتونستم برم کربلا من
بهش گفتم یاد منم باش 
وقتی اومد میگفت همه جا اسمتو مینوشتم  روی زمین خاکی رو کاغذ اسمتو مینوشتم میزاشتم تو مسیر تو هم شریک بشی 

خلاصه که رفاقت با رفیقای امام حسینی قشنگه",خاطره گویی,positive
"@milad_1400 اصلا مسائل تخصصی کرونا به کنار،قبول ندارین که صفر بودن آمار کرونا در کربلا  و در پیاده روی اربعین یک معجزه ست؟",کرونا,positive
"@mhpoyanfar آقای پویانفر، من وقتی این شعر رو فرستادم، واسه مادرم هم خوندم و ایشون خیلی گریه کردند😭
واقعا قرار بود امسال با مادرم بریم پیاده روی اربعین ولی قسمتمون نشد😔💔
میشه واسه مادرم مخصوص دعا کنید!؟ 🙏💔
خدا پدرتون رو هم رحمت کنه ان شاءالله 🤲","عشق،غم،جامانده",positive
"یکی از افتخاراتم اینه تا حالا پیاده روی اربعین نرفتم، و کلا کربلا نرفتم...","اهانت،انزجار",negative
@Pichi_Pooch فک کنم پیاده روی اربعین فشار آورده,"جواب،",positive
@Abbas17116922 @moslem_FARAGHLI @KooroshMorvarid این فرمایش شما به سبب تبلیغات مسموم هست و با مقایسه کردن با دهه اول انقلاب جوردرنمیاد اول انقلاب فقط عرفا وعلمادعای فرج بلدبودن الان چی هرفسقلی بلدهست از میزان زائر حرم وجمکران و پیاده روی اربعین و...بگیرید جمعیت نسبت به اوایل انقلاب دوبرابر #اما زوارچندین برابروگروهای جهادی و...,تعجب,positive
"سعادت یعنی در هردو جهان عزیز باشی،
حتی وقتی نیستی بیادت برن پیاده روی اربعین https://t.co/mP17fG4inE",عشق,positive
@1mahraz درسته که پیاده روی اربعین پروپاگاندای رژیم واسه خودشه و خواسته این رو جلوی سفر حج در بیاره که اهل تسنن هم بهش اعتقاد دارن  ولی اداره مهاجرت آلمان به این چیزا کار نداره!,سیاسی,negative
"ما که از پیاده روی اربعین جاموندیم...
خواستم بگم ان شاء الله آخر صفر مشهد باشیم که....🥺💔
دلشکسته ایم آقا میدونم حواست بهمون هست :) https://t.co/kxOsBTCJdp","انتظار،دلتنگی،جامانده،غم",positive
"چالش و خسارت‌های عدم تست کرونای زائران اربعین

https://t.co/7XX4tTmIBu","خبر،کرونا",neutral
امشب انگار مشهد شده بود شب اربعین کربلا(:,"محبت،دلتنگی",positive
"@Mil__Moa @Mikaeil123 منظورتون از اربعین عراقه دیگه؟
آخه غیر اربعین هم هست اونجا",سوال,neutral
"@islamic_hawzah @ebrahimiavval حتی اگر همه جا هم باز بشه از مسلمان عاقل و بالغ و فهیم انتظار میره احتیاط کنه به هزاران دلیل 
یکیش اینکه اگر این باز شدن ضریح باعث انتقال به یک نفرم بشه مشکل شرعی داره 
دومیش اینه که رسانه ها زوم میکنن روی این ماجرا مثل اربعین 
و و و ...",توصیه بهداشتی,positive
"از وقتی نشد امسال اربعین برم کربلا رقیق شدم

تا مداحی میشنوم، گریه ام میگیره","دلتنگی،غم،عشق،جامانده",positive
"اربعین و ظهور پیک هولناک ششم بنا به گفته متخصصان و پزشکان را قبول کنیم یا حرفهای عین الله خان را!!!
عین‌اللهی وزیر بهداشت: تا ۳، ۴روز آینده ۷۰درصد جمعیت را واکسینه می‌کنیم و جشن پیروزی می‌گیریم!!
#کرونا https://t.co/WZl4bZNOyk","سوال،توصیه بهداشتی،تعجب،کرونا",negative
@IranIntl سفر اربعین جزء این مسافرت ها حساب نمیشه.,,neutral
"البته ولو با هر سختی بود ، به زیارت  اربعین امسال در کربلا رسیدم الحمدلله لیکن کماکان نظرم برجاست . https://t.co/RNMK5LHZ0t","عشق،",positive
@m_eskandarian اربعین سال ۹۷ خیال نبود واقعی بود,,positive
"السلام علیک یا ایا عبدالله

📉 کربلا بدون فوتی کرونایی یک هفته پس از تجمع ۱۷ میلیونی اربعین امسال https://t.co/6qiVZEcFa6",کرونا,positive
"در دیدارهای بعدی:
- اگر ژاپن از ما نفت نخرد، تخمه‌ژاپنی را از آجیل حذف می‌کنیم 
- اگر اسکاتلند بدهیش را از ما طلب کند، دامن نمیپوشیم
- اگر کانادا مراسم اربعین اجرا نکند، بجای کانادا درای، کوکاکولا مینوشیم
- اگر فرانسه تروریست‌های ما را آزاد نکند، فقط از آچار شلاقی استفاده می‌کنیم https://t.co/l8pkjIdsCe",طنز,negative
"وضعیت کرونا در بین زائرین اربعین طوری شده که واسه حفظ آبروی شیعه ، بهتره عمام‌حسین، ضامن یابو بشه، که البته بوده و هست https://t.co/MoJxIUFViJ","تحقیر،اهانت،کرونا",negative
"@HOHHR0LfNkBrjNS @mirtamfuladi @shahannobakht @Abdolkarimproz1 @FatemehMahmoody توهین؟اذیت شدی بهت برخورد؟باید بگم اعتقادات همون چند میلیون انسان زندگی مارو به گند کشیده، همونا که رفتن اربعین کرونا رو منتشر تر کردن تو جامعه، از نظر همین اعتقاد چند میلیون آدم من یه آدم نجسم که باید گردن زده بشم.سند معتبر از نظرت چیه؟مگه کتابتون قرآن نیست؟ https://t.co/3QXHh5v4ed","سوال،تحقیر،اهانت",negative
"@sarbaz02034748 اصلا آدم در كربلا 
وقتى تو هُتل باشه قلبش درد ميگيره دوست داره فقط حرم باشه وحتى دلش نمياد بخوابه ...

تشتاق روحي لـ كربلاء شوق المجانين ...
شوق المساكين ...

ان شاء الله زيارت اربعين رزق هر ساله شما باشه و قسمت همه مشتاقان زيارت ...","عشق،دلتنگی",positive
"@a_vaezmousavi چقدر خوب

کاش اگه همچین کارای قشنگ که صورت میگیره رو بیشتر نشون بدن
مثل اربعین امام حسین علیه السلام",عشق,positive
"دعا میکنم امشب امام رضا برات  کربلای اربعین سال بعدت‌ امضا کنه:)

#امام_رضا","عشق،انتظار",positive
"@abb_abdi خوب داداش اگه همش صفحه مذهبی بخونی میگی همه رستگار شدن و من جا موندم
شما سعی کنید به این کارتون تنوع بدین چیزهای مختلف بخونید
اگه چند روز پیش هم صفحه پیاده روی اربعین را مطالعه میکردید الان از کربلا برگشته بودیدواحتمالا هوا به هوا شده بودید و از زیر لحاف توئیت میزدید",طنز,positive
"@sm_1361 حالا رفتی اربعین یانه؟
اون کفشا خارج از محل شما فروش میره خسته نکن خودتو",سوال,neutral
"این دنیا یک رفیق پایه مذهبی به من بدهکاره

دلم شب شهادت آقا گرفته
دارم فکر میکنم همه میرن حرم فردا، و من اینجا ...
چقدر بی لیاقتم که نه پیاده روی اربعین
نه پیاده روی مشهد نصیبم نشد","دلتنگی،عشق،غم",positive
@sm_1361 همونا که عکسش گذاشتین برای پیاده روی اربعین؟؟,سوال,neutral
"یسریا خیلی اذیتمون کرد که به زودی دخلشون میاریم.
یسریا سال اول مخالف نمایشگاه تو مسجد بودن ،امسال که سال سوم بود، حامیمون شدن و تشویقمون میکردن .
هر سال کلی تجربه باحال از بازیدکننده ها کسب میکنیم.

نمایشگاه #عکس_اربعین یه حس و حالی داره که نمیشه وصفش کرد.","عشق،خاطره گویی،خشم",positive
اربعین و شبح هولناک پیک ششم https://t.co/VSSkOjl8Ac,"ترس،کرونا",negative
"معاون بهداشت وزارت بهداشت گفته احتمال دارد با بی‌احتیاطی «هموطنان» دوباره به اوج کرونا برسیم به ویژه مسافرت‌ها نگران کننده است. 
من بودم برای بیشتر شدن ظرفیت زائران اربعین وارد مذاکره شدم. کاش خجالت می‌کشیدند! 
#کرونا","کرونا،ترس،سوال،انتقادی",negative
"@reza12093487 والا 
حالا اون پنجاه هزار نفری که رفتن اربعین و برگشتن سونامی و راه می ندازن","کرونا،ترس",negative
"یا امام رضا

فراق

زهرماری، شیرین تر از عسل است برای ما

در فراق اربعین هم

در فراق امام رضا هم........","عشق،غم",positive
"@najmeh_1370 بله بعد از اربعین از کربلا فیلم گرفتن
ولی مگه مردم در کربلا میمونن؟
اون جمعیت پراکنده میشه در کشور
من از خودم نمیگم امارشو موجوده
تست کرونا نمیگیدن نعلوم نمیشه علت فوت افراد چیه
ولی امار مرگ و میرشون دوبرابر شده نسبت به قبل کرونا، این همینجوری بوده، الکی میمیرن؟","کرونا،ترس،سوال،انتقادی",negative
@xtoxl یه هفته که نبودمو میگی؟اربعین بود کربلا بودم😭😂,"سوال،شادی",positive
@sm_1361 یعنی اگر بودن میرفتی اربعین؟,سوال,neutral
@BAHRAME_GOOR خسیس چیه من با اونا میخواستم برم  اربعین,"جامانده،عشق",positive
"دوماه گذشت...😭😭
دعا کنیم امسال نشد اونجور ‌که باید عزاداری کنیم، ان‌شاءالله سال بعد خدا بهمون یه فرصت دیگه بده و این بیماری منحوس کرونا تموم بشه و به تمام آرزوهایی که امسال بهشون نرسیدیم، برسیم...🌸🌹
اربعین
پیاده روی
دسته روی
روضه های شبانه
غذاهای نذری

#همه_خادم_الرضاییم","عشق،کرونا،دلتنگی",positive
"این همه خاطره معنوی از اربعین تعریف کردیم و همه گفتن ؛
ولی اگه موافقتتون رو اعلام کنید میخوام یدونه خاطره بدش رو هم بگم 🤦",خاطره گویی,neutral
"ولی دمه رادیو اربعینی ها گرم خداوند آخر عاقبتشون رو ختم بخیر کنه ان شاء الله،تو این مدت 20 سی روزه خیلی حال دلمونو خوب کردن خدا حال دلتونو خوب کنه
#رادیو_اربعین","عشق،دلتنگی،تشویق،رسانه",positive
"باور کنیدامام رضا هم دراین دوماه
لحظه بلحظه روضه گرفته ست درحرم
گاهی میان سینه زنان دم گرفته و
گاهی میان گریه کنان میزند قدم
از بعد اربعین ک برای یکی دو روز
کرببلا و مشهدمان جابجا شده ست
جامانده های قافله ی روز اربعین
مشهدبرای چند شبی کربلا شده ست

السلام علیک یاعلی بن موسی الرضا https://t.co/rvU0oRVTKA","عشق،غم",positive
"سربسته شما هم داری همون کار رو می کنی! 
!!!!!
کاش شما که نقاب ولایت مداری زده اید، شجاعت داشتید و انتقادات را با دادن راه حل درست به ایشان بازتاب می دادید! 
رهبر در دیدار دانشجویان مکرر درخواست «انتقاد از خودشان با راه حل را داشتند.»
روز اربعین هم #جهاد_تبیین را راه انداختند . https://t.co/aJXQszHRrD",,neutral
"@Seyedhashemi7 @hamid__hemayat امروز از لسان حاج آقا مسعود عالی
در رادیو اربعین شنیدم
از علمای مشهدی به نام حاج آقا وحید صحبت میکرد
خلاصه گلی که دست امام رضا علیه السلام بوده در خواب بدستش می رسد..... بعد همان دست میشه شفای مریض های لاعلاجی که یک لحظه زیر آن دست مبارک قرار می گرفتند......","خاطره ، رسانه،عشق",positive
با این وضع اربعین و مسافرت‌های این هفته مگر خود کرونا بهمون رحم کنه وارد موج ششم نشیم.,"طنز،انتقادی،کرونا",negative
"با اتکا به همه ولایتمداران کشور اعم از فرمانده سپاه که درپیاده روی جاماندگان اربعین شرکت کردند،نماینده ولی فقیه که در پیاده روی اربعین خالصانه حضورداشتندو امام جمعه محترم درگردهمایی امشب وصدها ولایتمدار دیگرخالصانه در پیاده روی قدمگاه امام رضا علیه السلام بهبهان به قصد قربت میروم","اعتماد،عشق",positive
@IranIntl وقتی ملت اربعین توی کربلا توی هم میلولیدن کسی نگران نمیشد,"انتقاد،تحقیر،اهانت",negative
"@Amirhosseinow ولی من اونی که از اربعین اومده رو می‌خوام :"")",طنز,positive
"@SajjadNeisi اربعین سال ۱۳۹۸ قبل از کرونا
#همه_خادم_الرضاییم",خاطره گویی,positive
@saeedmaaleki دیدار کربلا در اربعین کاره ای نیست,,neutral
"برادر خانمم دهه اول محرم ۳شب آخر روضه #حمید_علیمی رفت و کرونا گرفت. مادرش تا ICUهم رفت و چون واکسن زده بود زنده موند.
واسه اربعین رفت کربلا و الان از نجف زنگ زدن کرونا گرفته و رفته بیمارستان واسه تزریق سرم!

گفته جمعه میخوام برگردم. منتظرم ببینم لب مرز نگهش میدارن یا راحت رد میشه","کرونا،ترس،سوال،انتقادی",neutral
"یاد آر...
اربعین و‌مسافرانش را یادآر
#مدیران_متخصص 
#اربعین 
#رستم_قاسمی https://t.co/Gp7XoZ0iWL",خاطره,positive
"*﷽*

*🟣 پنجره فولاد رضا ، برات کربلا میده💔*
تنها حرفی که قبول دارم همینه 
چون تو دو سال اول رفتم قم بعد رفتم مشهد 
و اربعین هم کربلا 
امسال هم قم رو رفتم امید وارم بزودی زود مشهد و کربلا هم نصیبم بشه #خادم_الرضاییم https://t.co/jz5BOxxGUJ","خاطره،محبت",positive
"@mahdi_jazini این حرف بخاطر استاندار کرمان بوده
چون اعلام کرده بود که ۱۰ درصد زائرین هوایی اربعین کرونا داشتن،بعد که بهش انتقاد کردن،گفت:منظورم از ۱۰۰ نفری بود که ماتست گرفتیم نه همه","کرونا،خبر",neutral
"درسته اربعین جاموندیم ولی خوشحالیم امام رضا را داریم

#خادم_الرضاییم 
#عشاق_الرضا","جامانده،عشق",positive
"@seyyed2009 سید همینطور که پیاده دارم میرم حرم، حس میکنم اربعین و پیاده روی کربلاست",عشق,positive
"قسمت شد یه عده اربعین رفتن کربلا،
یه عده هم رفتن مشهد.
و منی که اینجا موندم و با خدا هم قهر کردم.","جامانده،غم",positive
"دنیا دنیای پولداراس هم به کنسرت ابی تو ترکیه رسیدن هم اربعین کربلاشونو رفتن هم الان مشهدن 
خلاصه دنیا و اخرتشونو ب طور موازی هندل میکنن💔💔
#ههههه","طنز،غم",negative
"چه نیتی کردی ؟ برم کربلا

این جواب فاطمه خانم ما بود به سوال عزیزی که در موکب نمایشگاه رویای بهشت خادمی می‌کرد
#روایت_اربعین https://t.co/Bk1Oup1srv","محبت،سوال،خاطره",positive
"تو فرودگاه امام ، مسافران ترکیه و دوبی به مسافران عراق فحش میدادند
همینقدر روشنفکرند.
#اربعین","خاطره گوی،تعجب",positive
"خوش به حال اونایی که رزق شون شده و اربعین کربلا و حالا هم مشهد. 
آدم خوش روری یعنی این. 
#خادم_الرضاییم 
#الامیر_الرضا","عشق،دلتنگی،جامانده",positive
"اربعین شد کربلا رفتین
حالا هم مشهد
خوشبحالتون🥺
ولی وقتی عکساتونو میبینم بیشتر دلم میگیره😭😭
#دلتنگ_حرم 💔","عشق،دلتنگی،غم،جامانده",positive
@a_abbas_salehi عاره بعد اربعین رفتیم هتل ولی خب موکبم تک و توک بود,جواب,positive
"اربعین که کربلا نشد،
مشهدهم نه؟💔
کاش حداقل لیاقت داشته‌باشم،
خاکِ‌پای زائراتو تبرک بگیرم...

#همه_خادم_الرضاییم","عشق،دلتنگی،غم،جامانده",positive
@mia_Armyy من یه بار اربعین رفتم بقیش برا موقه های دیگسسسس تو جلوتری زنن,خاطره گویی,positive
دلم از این میسوزه مشهد که مثل پیاده روی اربعین شرایط خاصی نداشت رو هم نتونستم برم 😔,"عشق،دلتنگی،غم،جامانده",positive
"کربلا بدون فوتی کرونایی یک هفته پس از تجمع ۱۷ میلیونی اربعین امسال
#کرونا_هراسی https://t.co/zAew8MASSw","کرونا،خبر",positive
@namui03 ناموصا ؟ من کلا دوبار اربعین رفتم الان افسردگی گرفتم😔😂,"سوال،طنز،غم",positive
@F_Yaserovsky تو اربعین تو راه کربلا سلام کردن به پیک‌ششم‌دوستان,"انتقاد،کرونا",negative
"@serendipiti_67 نمونه ش، اربعین
دیدیم که چه تعدادی بدون واکسن و پروتکل ها رفتن زیارت و امثال من اسیر رسانه شدن","کرونا،خشم،انتقادی",negative
@Khanumnazari999 پیاده روی فقط اربعین,"خاطره گویی،عشق",positive
"تو سفر اربعین هرسالمون جز این دو سال 
همیشه مهمان دوستان نجمفیمون بودیم که در نجف و کربلا هم خودشون و هم داییشون
 منزل دار بودن ، اونا خودشون و خادم و الحسین و ما رو زائر الرضا میدونستن
و
ما اونها رو که دعوت میکردیم، زائر الحسین و خودمون و خادم الرضا میدونستیم.
#همه_خادم_الرضاییم","خاطره گویی،اعتماد،محبت",positive
@mustafamahmoody خداروشکر از فاز اربعین و نماز به نیابت و یاد کردن و زیارت به نیابت دراومدید😆,طنز,negative
@GhazvehA کلا یکسریها میرن اربعین عراق همه چیز رو مفت میخوان...,انتقاد,negative
"دوستانی که نعمت پدر و مادر بالای سرتونه 
تورو خدا همیشه شکرگزار باشین 😔😔

پسری ک هر سال اربعین مادرشو با ویلچر میبرد کربلا 
امسال ببینید چطور میره 
خودم که واقعا با دیدنش اشکم دراومد 😔😔 https://t.co/D134mDRqZC","عشق،جامانده،غم",positive
"@SalehAdib3 بیشتر از یک هفته است از اربعین گذشته ، حداقل از ۱۰ روز قبل از اربعین پیاده‌روی اربعین شروع شد. آمار فوتی کرونا بر خلاف پیش‌بینی ، روز به روز کمتر میشه
#اربعین 
#کرونا",کرونا,positive
تا حالا فکر کردی حاصل محرم و اربعین چیه؟ تو که در مقابل ظلم لالمونی گرفتی. ظلم برات تئوریزه شده. پس این فستیوال رو برای شادی هات بگیر نه عزا. خاک تو سر مسلمونِ بدبختت بکنن.,"اهانت،تحقیر",negative
"همیشه اربعین پیاده‌روی بود امّا این حرکت عظیم که یک نماد بسیار زیبا و پرشکوهی از حضور پیروان اهل‌بیت و علاقمندان به اهل‌بیت هست؛ این نبود، ما این را نداشتیم، این را خدای متعال در اختیار ما گذاشت، خدا را بایستی شاکر باشیم. 
استاد پناهیان
#Arbaeen2021",عشق,positive
"درسته اربعین جاموندیمم ولی خوشحالیم امام رضا را داریم، ازینجا بیادتونم 
#خادم_الرضاییم
#عشاق_الرضا","جامانده،عشق",positive
"اربعین کرب و بلایی نشدم اما کاش 
آخــــــــر مـاه صفر زائــر مشهد باشم 

#خادم_الرضاییم","عشق،جامانده",positive
"درسته اربعین جاموندیم ولی خوشحالیم امام رضا را داریم

#خادم_الرضاییم 
#عشاق_الرضا","عشق،جامانده",positive
"📉 کربلا بدون فوتی کرونایی یک هفته پس از تجمع ۱۷ میلیونی اربعین امسال!!!
آیا واقعا واکسن کرونا تاثیر دارد؟؟چرا در عراق با این همه جمعیت  کرونا جولان نمی دهد؟؟؟ https://t.co/gCyKZj8xXA","کرونا،خبر،سوال",positive
"▪️ این روزها انتظار را به سرنوشتمان گره زده‌اند. نه پایمان به اربعین می‌رسد و نه دستمان به ضریح شما...

انگار تمام عالم یک‌جا به غیبت رفته است!

#همه_خادم_الرضاییم","عشق،جامانده،غم",positive
"به قول مادر باید همه ی جاده ها رو جاده ی اربعین کنیم.
و آن روز نزدیک است... https://t.co/EXmAAD7qp8",عشق,positive
"آری گرفت هرچه، ز مهر رضا گرفت
 ☘️☘️☘️☘️☘️☘️☘️☘️☘️☘️ میدونی اینجا کجاست یک قدم تا  بهشت☘️
یک قدم تا ضریح رضا☘️ 
میدونی کِیِ؟ 
دوروز پیش☘️☘️ 
نمیدونم چرا اشکام بند نمیاد!!!! 
چه بی توفیقم که اربعین، تا بهشت رفتم وتا امشب نشد که باشم #همه_خادم_الرضاییم https://t.co/RzNyBry304",عشق,positive
"آه از اربعین بکشیم که دو ساله قسمت نشده یا از امام رضایی که اونم دو ساله قسمت نشده؟؟ 
#عشاق_الرضا   #خادم_الرضاییم","عشق،جامانده،غم",positive
"نه لیاقت اربعین داشتیم
نه لیاقت امام رضا
بدبخت تر از من کسی نیست...
#همه_خادم_الرضاییم","عشق،جامانده،غم",positive
"@sarkarkhanoomef @I_meelikaa حالا شماها که مرکز هستید راحت تره پیدا کردنش
من دفعه قبل از نزدیک چهار سال قبل اربعین دیدمش
فوق‌العاده با اخلاص و با صفا",خاطره گویی,positive
